Rec #	Sample ID	Mineral	%SiO2	%TiO2	%Al2O3	%Cr2O3	%Fe2O3	%FeO	%MnO	%MgO	%CaO	%Na2O	%K2O	%P2O5	%LOI	Cu(ppm)	Ni(ppm)	Co(ppm)	Zn(ppm)	V(ppm)	Source	Text
266	SC-EAC-001          	BULK	38.58	0.10	2.24	0.24	26.64	0.50	0.07	20.69	1.01	0.66	0.05	0.13	0.00	0.00	0.10	100.00	0.00	0.00	"OLSEN, et al, Meteor.1977,12,p109  (Ni = % not ppm)                     "	Happy Canyon E7 Enstatite Chondrite Bulk Analysis                       
267	MH-JFB-021          	BULK	23.94	0.00	1.12	0.00	25.68	5.92	1.64	24.52	1.26	0.00	0.00	0.46	0.00	0.00	0.00	0.00	0.00	0.00	"Pop. Astron., 1948, 56, p385                                            "	Cavour Meteorite  (soluble silicates)                                   
268	LS-CMP-022          	BULK	44.30	0.29	29.40	0.12	0.00	5.10	0.04	5.70	15.80	0.25	0.06	0.01	0.00	0.00	0.00	0.00	0.00	0.00	"R. Warner et al, 1980                                                   "	DBA analysis of glass coat on Apollo 16 60035                           
269	LS-CMP-023          	BULK	0.00	1.91	13.30	0.00	0.00	13.50	0.00	9.20	10.50	0.58	0.00	0.00	0.00	0.00	95.00	32.70	0.00	0.00	Blanchard (1973 unpublished);INAA                                       	"Bulk analysis of Apollo 15 Breccia 15565,3                              "
270	MI-CMP-009          	BULK	40.11	0.14	1.90	0.45	0.00	12.01	0.37	25.18	1.74	0.93	0.10	0.40	0.00	96.00	0.00	0.00	0.00	98.00	"B Mason & HB Wiik, Geochim Cosmochim Acta, 1969, 21, p276               "	Holbrook Meteorite   Fo74 En76 An15                                     
271	MR-MJG-011          	BULK	36.09	0.10	2.16	0.39	0.00	1.89	0.29	23.62	1.66	0.90	0.11	0.30	0.00	0.00	0.00	0.00	0.00	0.00	"Min. Mag., 1977, 41, p201                                               "	Kakangari Meteorite                                                     
272	MR-MJG-012          	BULK	30.98	0.10	2.47	0.14	0.00	0.87	0.06	19.77	1.39	0.89	0.09	0.09	0.00	0.00	0.00	0.00	0.00	0.00	"Min. Mag. 1977, 41, p201                                                "	Pontylfni Meteorite                                                     
273	MH-JFB-025          	BULK	34.97	0.11	2.80	0.38	0.00	10.13	0.27	21.75	1.41	0.66	0.13	0.41	0.00	0.00	0.00	0.00	0.00	0.00	"Meteoritika 1969, 29, p91                                               "	Dimmit Meteorite                                                        
274	RS-CMP-048          	BULK	36.63	0.10	2.46	0.60	0.00	8.66	0.29	23.39	1.83	0.91	0.12	0.38	0.00	0.00	0.00	0.00	0.00	0.00	"Meteoritika 1977, 36, p46                                               "	Gorlovka meteorite                                                      
275	MH-CMP-011          	BULK	40.17	0.11	2.47	0.72	0.00	15.41	0.36	26.29	1.41	0.95	0.11	0.36	0.00	0.00	0.00	0.00	0.00	0.00	Am. Mus. Novit. 1966 (2273)                                             	Tadjera meteorite                                                       
276	PA-CMP-051          	ACT 	56.00	0.08	2.30	0.00	1.40	4.22	0.11	20.00	11.10	1.10	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"R Burns & C Greaves, Am Min 1971, 56, p2010                             "	"Actinolite, glaucophane schist, Berkeley, CA                            "
277	PA-CMP-052          	ACT 	55.00	0.05	0.60	0.00	1.83	19.60	0.29	11.00	10.00	0.24	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"R Burns & C Greaves, Am Min 1971, 56, p2010                             "	"Actinolite, metamorphosed iron fm, Quebec                               "
278	PA-CMP-053          	ACT 	50.61	0.09	2.42	0.00	2.80	19.90	2.69	8.26	10.82	0.48	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"R Burns & C Greaves, Am Min, 1971, 56, p2010                            "	"Actinolite, in qtzite, Cumberland, RI                                   "
279	FB-CMP-001          	BULK	44.30	3.38	15.30	0.00	12.30	0.00	0.20	6.50	9.90	3.30	2.40	0.65	3.30	0.00	0.00	0.00	0.00	0.00	                                                                        	P. Pinet & S. Chevrel basalt powder #5                                  
280	FB-CMP-002          	BULK	42.70	2.65	12.00	0.00	12.70	0.00	0.19	13.10	10.40	3.44	0.80	0.79	1.90	0.00	0.00	0.00	0.00	0.00	                                                                        	P. Pinet & S. Chevrel basalt powder #8                                  
281	FB-CMP-003          	BULK	43.70	2.50	13.70	0.00	12.30	0.00	0.19	10.30	10.10	3.48	2.27	0.76	1.60	0.00	0.00	0.00	0.00	0.00	                                                                        	P. Pinet & S. Chevrel basalt powder #13                                 
282	FB-CMP-004          	BULK	44.70	2.70	12.60	0.00	12.30	0.00	0.15	11.40	12.40	2.34	0.90	0.31	1.30	0.00	0.00	0.00	0.00	0.00	                                                                        	P. Pinet & S. Chevrel basalt powder #18                                 
283	FB-CMP-005          	BULK	43.30	2.65	12.10	0.00	13.00	0.00	0.22	12.90	9.50	3.94	0.83	0.87	1.40	0.00	0.00	0.00	0.00	0.00	                                                                        	P. Pinet & S. Chevrel basalt powder #30                                 
284	SB-RGB-050          	HED 	47.73	0.03	0.25	0.00	0.00	23.78	5.42	0.27	21.67	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Hedenbergite sample # 90326                                             	"Osborne, et al (1978) Proc. Lunar Planet. Sci. Conf., 9th, p. 2951      "
285	SB-RGB-021          	HEDE	48.24	0.00	0.09	0.03	0.00	23.17	5.43	0.10	22.24	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Microprobe analysis by D. Straub                                        	Hedenbergite sample # 119668                                            
286	SB-RGB-015          	HEDE	47.79	0.02	0.50	0.00	0.00	23.72	3.90	0.72	22.28	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Microprobe analysis by D. Straub                                        	Hedenbergite sample # 126736                                            
287	SB-RGB-050          	PIG 	50.46	0.58	1.41	0.00	0.12	23.17	0.54	16.10	7.05	0.26	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Osborne et al, 1978. Proc. Lunar Planet. Sci. Conf. 9th, p. 295         "	"Wo16 En48 Fs37 from Hakone Volcano, Japan, Gift of H. Kuno              "
288	SB-RGB-049          	OPX 	52.35	0.18	3.63	0.05	0.00	18.72	0.37	25.33	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Analysis provided by J. Besancon                                        	"Unknown origin, gift of J. Besancon                                     "
289	PA-RGB-024          	AUG 	53.85	0.04	0.66	0.04	0.00	6.55	0.05	14.92	23.50	1.10	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"Osborne et al, 1978. Proc. Lunar. Planet. Sci. Conf., 9th, p.2950.      "	"Wo46 En41 Fs10, Frome, Norway, Provided by R.Huguenin                   "
290	SB-RGB-051          	OPX 	49.68	0.09	1.59	0.03	0.00	30.34	1.01	16.07	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	R.G. Burns/MIT                                                          	"Site Occup. study, sample TZHP                                          "
291	SB-RGB-052          	OPX 	50.21	0.20	1.82	0.00	1.04	22.90	7.32	16.03	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"R.G. Burns, MIT                                                         "	"Site Occup. Study, sample 337                                           "
292	SB-RGB-053          	OPX 	52.03	0.26	1.30	0.00	1.55	22.00	0.83	21.59	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"R.G. Burns, MIT                                                         "	"Site occupancy study, sample 230                                        "
293	SB-RGB-055          	CPX 	41.89	3.42	8.81	0.00	10.31	0.69	0.12	11.63	21.35	1.11	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	"R.G. Burns, MIT                                                         "	"Ferrian Clinopyroxene, Site occupancy study, sample from Hawaii         "
294	LS-JBA-243          	BASA	38.14	13.41	8.62	0.41	0.00	19.20	0.26	9.04	10.77	0.31	0.06	0.08	0.00	0.00	0.00	0.00	0.00	0.00	"Lofgren, G.E. and Lofgren, E.M., 1981; L&P Contrib. 438, pp.304-306     "	Chemistry of Lunar Mare Basalt #71055                                   
295	LS-JBA-244          	BULK	44.71	1.90	19.69	0.24	0.00	8.86	0.11	10.95	12.90	0.40	0.16	0.14	0.00	0.00	0.00	0.00	0.00	0.00	"Morris, et al, Handbook of Lunar Soils, 1983, p. 772.                   "	"Soil Chemistry of Apollo 17 ""light mantle"" #73260                       "
296	LS-JBA-245          	BULK	42.90	0.05	20.70	0.10	0.00	5.00	0.07	19.10	11.40	0.20	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	"McGee, et al, 1977. Intro to Apollo Collections, Part 1, p. 82.         "	Coarse grained troctolite #76535 from Station 6.                        
297	LS-JBA-246          	BULK	44.80	0.30	27.60	0.10	0.00	4.15	0.05	5.84	16.30	0.55	0.11	0.00	0.00	0.00	0.00	18.80	2.30	0.00	"McGee, et al, 1979. Intro. to Apollo Collec. Part 2 p.188.              "	"Granulitic Impactite form Apollo 17, Sample #79215                      "
298	LS-JBA-247          	BULK	44.51	2.56	19.36	0.27	0.00	10.24	0.13	9.93	12.44	0.40	0.13	0.14	0.00	0.00	0.00	0.00	0.00	0.00	"Morris, et al, 1983. Handbook of Lunar Soils, Part 2, p.782.            "	Soil #74120 from Apollo 17                                              
299	LS-JBA-248          	BULK	38.80	8.80	6.40	0.70	0.00	22.20	0.30	17.40	7.70	0.40	0.08	0.04	0.00	0.00	0.00	0.00	0.00	0.00	"McGee et al, 1977. Intro to Apollo Collec., Part 1, p.82                "	Apollo 17 Orange Glass pyroclastic sample #74220                        
300	LS-JBA-250          	BULK	39.02	12.28	8.91	1.47	0.00	18.93	0.27	8.90	10.78	0.38	0.08	0.05	0.00	0.00	1.00	19.10	3.70	0.00	"Lofgren & Lofgren, 1981. L & P Contrib. 438, p.348.                     "	"Apollo 17 sample #74235, Mare Basalt                                    "
301	LS-JBA-251          	BULK	40.78	8.61	12.54	0.41	0.00	15.84	0.24	9.15	11.36	0.38	0.12	0.09	0.00	0.00	0.00	0.00	0.00	0.00	"Morris et al, 1983. Handbook of Lunar Soils, Part 2, p.800.             "	Apollo 17 soil sample #74240                                            
302	LS-JBA-252          	BULK	38.43	12.70	8.72	0.65	0.00	18.14	0.26	10.36	10.32	0.35	0.07	0.06	0.00	0.00	0.00	23.50	0.00	0.00	"Lofgren & Lofgren, 1981, L and P Contrib. 438, p.357                    "	Apollo 17 Mare Basalt #74275                                            
303	LS-JBA-253          	BULK	40.60	10.79	9.67	0.27	0.00	18.01	0.29	7.05	12.35	0.43	0.08	0.06	0.00	0.00	0.00	14.50	0.00	0.00	"Lofgren & Lofgren, 1981, L and P Contrib. 438, p.366.                   "	Apollo 17 sample #75055 Mare Basalt                                     
304	LS-JBA-254          	BULK	46.21	1.50	18.14	0.20	0.00	8.95	0.12	12.02	11.32	0.60	0.26	0.29	0.00	0.00	0.00	0.00	3.10	0.00	"McGee et al, 1979. Intro to Apollo Collec., Part 2, pp. 186-7           "	Apollo 17 Impact Breccia matrix sample #76315                           
305	LS-JBA-255          	BULK	44.09	0.41	26.59	0.13	0.00	6.19	0.08	0.00	15.43	0.30	0.06	0.03	0.00	0.00	0.00	0.00	2.50	0.00	"McGee et al, 1979. Intro to the Apollo Collec. Part 2, pp.188-9.        "	Apollo 17 Granulitic Impactite sample #77017                            
306	LS-JBA-256          	BULK	41.72	7.99	12.26	0.41	0.00	16.51	0.22	9.92	11.19	0.41	0.08	0.06	0.00	11.00	160.00	29.60	32.00	0.00	"Wanke et al, 1975. PLSC 6, pp. 1313-40.                                 "	Apollo 17 regolith breccia #79035                                       
307	LS-JBA-257          	BULK	38.54	12.99	8.65	0.50	0.00	18.25	0.25	9.98	10.28	0.39	0.05	0.05	0.00	0.00	0.00	0.00	0.00	0.00	"Lofgren & Lofgren, 1981. L and P Contrib. 438, p. 276                   "	Apollo 17 Mare Basalt #70017                                            
308	LS-JBA-258          	BULK	37.79	12.97	8.85	0.41	0.00	19.66	0.27	8.44	10.74	0.36	0.05	0.09	0.00	6.39	0.00	21.30	0.00	0.00	"Lofgren & Lofgren, 1981. L and P Contrib. 438, p.288.                   "	Apollo 17 Mare Basalt #70215                                            
309	LS-JBA-259          	BULK	44.70	0.29	30.00	0.06	0.00	3.20	0.04	3.30	17.60	0.42	0.08	0.15	0.00	3.60	0.00	0.00	0.88	0.00	"Ryder & Norman, 1980. Catalog of Apollo 16 Rocks, p.1103.               "	Apollo 16 Glassy Melt Breccia #69935                                    
310	LS-JBA-260          	BULK	45.18	0.58	26.65	0.00	0.00	5.48	0.07	6.28	15.35	0.47	0.11	0.12	0.00	0.00	0.00	34.70	0.00	0.00	"Bansal et al., 1973. EPSL 17, p. 29.                                    "	Apollo 16 Soil sample #68501                                            
311	LS-JBA-260          	BULK	44.95	0.41	29.01	0.00	0.00	4.66	0.06	4.20	16.54	0.42	0.06	0.13	0.00	0.00	0.00	14.90	0.00	0.00	"Apollo 16 P.E.T., 1973, Science, Vol. 179, 23-34.                       "	Apollo 16 Soil sample #67480                                            
312	LS-JBA-262          	BULK	43.48	5.00	9.27	0.44	0.00	21.26	0.28	9.56	10.49	0.31	0.06	0.14	0.00	0.00	0.00	43.40	4.50	0.00	"Lofgren & Lofgren, 1981. L & P Contrib. 438, p. 166                     "	Apollo 12 Mare Basalt sample #12063                                     
313	LS-JBA-263          	BULK	40.27	9.41	11.31	0.46	0.00	17.20	0.25	9.59	10.97	0.33	0.08	0.07	0.00	0.00	0.00	0.00	0.00	0.00	"Apollo 17 PET, 1974, Vol. 182, p. 659-672.                              "	Apollo 17 Soil sample #75080                                            
314	LS-JBA-264          	BULK	39.80	11.30	10.70	0.30	0.00	19.80	0.30	6.90	11.10	0.60	0.06	0.10	0.00	0.00	0.00	0.00	0.00	0.00	"McGee et al, 1977. Intro to Apollo Collect. Part 1, pp.78-79.           "	Porphyritic Pyroxene Basalt #10003                                      
315	LS-JBA-265          	BULK	40.10	12.20	8.60	0.37	0.00	18.90	0.25	7.74	10.70	0.46	0.30	0.20	0.00	5.10	9.98	0.00	2.90	0.00	"Lofgren & Lofgren, 1981. L & P Contrib. 438, p.15.                      "	Apollo 11 Mare Basalt sample #10022                                     
316	LS-JBA-266          	BULK	46.21	3.32	10.14	0.49	0.00	19.77	0.28	8.17	11.01	0.26	0.06	0.14	0.00	0.00	9.90	0.00	1.20	0.00	"Lofgren & Lofgren, 1981. L & P Contrib. 438, p. 151.                    "	Apoll 12 Mare Basalt sample #12053                                      
317	LS-CMP-030          	BULK	0.00	0.00	26.50	0.00	0.00	5.60	0.00	6.40	14.50	0.44	0.00	0.00	0.00	0.00	0.00	35.30	0.00	0.00	"Morris et al, 1983. Handbook of Lunar Soils, p. 490                     "	Apollo 16 Soil #62230                                                   
318	LS-CMP-039          	BULK	0.00	1.40	16.10	0.36	0.00	12.09	0.16	0.00	11.89	0.45	0.00	0.00	0.00	0.00	250.00	42.00	0.00	0.00	"Morris, et al, 1983. Handbook of Lunar Soils, Part 1, p. 346.           "	Apollo 15 sample # 15261 from Station 6.                                
319	LS-CMP-040          	BULK	47.30	1.80	18.00	0.28	0.00	8.90	0.10	12.90	10.10	0.43	0.05	0.00	0.00	0.00	0.00	28.70	0.45	0.00	"Ryder, G., 1985. Catalog of Apollo 15 Rocks, Part 2, pp.339-344.        "	Apollo 15 Regolith Breccia #15306                                       
320	LS-CMP-041          	BULK	48.46	1.75	9.54	0.32	0.00	20.76	0.21	8.69	10.50	0.28	0.07	0.05	0.00	7.00	27.00	37.00	1.00	90.00	"Ryder, G., 1985. Catalog of Apollo 15 Rocks, Part 3, pp. 789-797.       "	Apollo 15 Mare Basalt #15476                                            
321	LS-CMP-042          	BULK	0.00	0.31	29.80	0.06	0.00	3.40	0.05	3.70	16.50	0.51	0.05	0.00	0.00	0.00	48.00	8.00	2.78	0.00	"Ryder and Norman, 1980. Catalog of Apollo 16 Rocks, pp. 791-797.        "	Apollo 16 Fragmental Polymict Breccia #67035.                           
322	LS-CMP-037          	BULK	47.45	1.48	17.75	0.22	0.00	10.36	0.13	9.35	11.19	0.75	0.49	0.39	0.00	150.00	370.00	34.00	20.00	0.00	"Fruland, R.M., 1983. Regolith Breccia Workbook, p. 146.                 "	Apollo 14 Regolith Breccia #14047                                       
323	LS-CMP-034          	BULK	43.56	2.60	7.87	0.96	0.00	21.66	0.28	14.88	8.26	0.23	0.05	0.11	0.00	4.60	63.90	65.80	1.50	175.00	"Lofgren & Lofgren, 1981. Lunar and Plan. Contrib. 438, p.58.            "	Apollo 12 Mare Basalt Sample #12002                                     
324	LS-CMP-065          	BULK	46.54	3.28	10.45	0.48	0.00	19.66	0.26	7.97	10.94	0.29	0.07	0.13	0.00	7.80	20.00	38.80	0.93	150.00	"Lofgren & Lofgren, 1981. Lunar and Plan. Contrib. 438, p.172.           "	Apollo 12 Mare Basalt Sample #12065                                     
325	RK-CMP-091          	ACTI	56.61	0.00	1.01	0.16	1.95	3.72	0.37	20.24	12.91	0.32	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite #1                                                       
326	RK-CMP-092          	ACTI	56.34	0.00	0.88	0.31	1.70	3.98	0.28	20.75	13.01	0.27	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite powder #2                                                
327	RK-CMP-094          	ACTI	56.22	0.00	0.83	0.03	2.62	3.49	0.31	20.80	13.16	0.27	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite #4                                                       
328	RK-CMP-095          	ACTI	55.31	0.00	2.27	0.03	0.41	4.67	0.29	20.80	12.75	0.28	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite #5                                                       
329	RK-CMP-096          	ACTI	56.84	0.00	1.14	0.13	0.43	2.47	0.11	22.87	12.05	0.76	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite #6                                                       
330	RK-CMP-097          	ACTI	56.21	0.00	0.80	0.13	0.60	5.70	0.11	20.66	12.61	0.19	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite #7                                                       
331	PA-CMP-040          	ACTI	52.45	0.00	5.27	0.38	3.36	7.45	0.53	17.43	11.79	1.07	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 8                                                        
332	PA-CMP-041          	TREM	57.81	0.00	0.46	0.04	0.27	2.65	0.29	23.35	13.63	0.22	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 9                                                        
333	PA-CMP-042          	ACTI	56.45	0.00	1.62	0.29	0.38	5.55	0.34	21.77	12.21	0.37	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite #10                                                      
334	PA-CMP-043          	ACTI	55.43	0.00	2.24	0.12	0.62	5.39	0.34	20.78	12.74	0.43	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 11                                                       
335	PA-CMP-044          	TREM	58.15	0.00	0.27	0.02	0.23	2.41	0.31	23.52	13.53	0.18	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 12                                                       
336	PA-CMP-045          	ACTI	54.86	0.00	3.52	1.53	0.58	4.13	0.16	20.98	11.83	0.74	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 13                                                       
337	PA-CMP-049          	ACTI	57.09	0.00	0.65	0.30	0.27	5.80	0.33	20.65	12.24	0.62	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 17                                                       
338	PA-CMP-050          	ACTI	57.45	0.00	0.26	0.15	0.01	4.96	0.29	21.76	13.22	0.03	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Brown University                                                        	JFM Actinolite 18                                                       
